city,company,title,state,description
Sunnyvale,CyberCoders,"Lead Test Automation Engineer - Automation, Selenium, Python",CA,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  Lead Test Automation Engineer - Automation, Selenium, Python  Sunnyvale, CA  Full-Time $90,000 - $130,000  Apply  Apply  Lead Test Automation Engineer - Automation, Selenium, Python  Sunnyvale, CA  Full-Time $90,000 - $130,000  Apply  Job Details  If you are a Lead Test Automation Engineer with experience, pleas...
                    "
San Mateo,CyberCoders,Systems Administrator,CA,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  Systems Administrator  San Mateo, CA  Full-Time $120,000 - $140,000  Apply  Apply  Systems Administrator  San Mateo, CA  Full-Time $120,000 - $140,000  Apply  Job Details  If you are a Systems Administrator with large scale virtualization, clustering, and VMWare experience, please read on!  We are a globally rec...
                    "
Boulder,CyberCoders,Senior Full Stack .NET Software Developer,CO,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  Senior Full Stack .NET Software Developer  Boulder, CO  Full-Time $90,000 - $120,000  Apply  Apply  Senior Full Stack .NET Software Developer  Boulder, CO  Full-Time $90,000 - $120,000  Apply  Job Details  If you are a Senior Full Stack .Net Software Developer with experience, please read on!  Located in Boulder...
                    "
Arlington,Knowledge Consulting Group,Primary Assessor,VA,"
                        Knowledge Consulting Group (KCG) is one of the largest privately held cybersecurity services firms in the United States; serving as a Federal Government Contractor and supporting Commercial customers. We operate as a trusted cyber advisor to our customers across the country. We take great pride in maintaining a single focus on being the leader in cybersecurity services, providing risk management, ...
                    "
,,,,
Washington,Knowledge Consulting Group,Vulnerability Remediation Engineer,DC,"
                        Knowledge Consulting Group (KCG) is one of the largest privately held cybersecurity services firm in the United States; serving as a Federal Government Contractor and supporting Commercial customers. We operate as a trusted cyber advisor to our customers across the country. We take great pride in maintaining a single focus on being the leader in cybersecurity services, providing risk management, g...
                    "
Charleston,Company Confidential,Web Application Developer,SC,"
                        Company & Environment: Palas Hospitality, a hospitality company based in Charleston, SC, is seeking a highly skilled Web Application Developer to join our team. Palas Hospitality operates hotels and restaurants in SC. Additionally, our subsidiary, Palas Software Systems Inc., develops web-based software applications such as: Dining reservations, web and print based promotion applications, Human Re...
                    "
T A F B,"Integrated Data Services, Inc.",Business Analyst,OK,"
                        Company: Integrated Data Services, Inc.  Position: Business Analyst  Location: Oklahoma City, OK  Company Overview:  Integrated Data Services, Inc. (IDS) is a leading provider of custom software products and Government financial management services. IDS was founded in 1997 in El Segundo, CA, and since that time has seen tremendous growth and success. Currently IDS has offices supporting customers ...
                    "
Washington,Smart Synergies Inc,Senior Windows Engineer,DC,"
                        The position includes Windows System administration, installation of new systems and technologies, and ongoing operations and maintenance for various networks and computing environments. This work will involve management of the server, applications, hardware, and application/operating system patching.  Education  Bachelor’s  Skills/Certifications  Microsoft Certified Systems Engineer (MCSE) certif...
                    "
Boca Raton,CareersUSA,Sr. Level ASP.NET C# SQL Developer,FL,"
                        Sr. Level ASP.NET C# SQL Developer  Premier HR software development firm in Boca Raton, FL is currently looking for a good Sr. Level .NET developer with SQL Server experience.  Benefits/Perks:  Competitive salary in a beautiful Boca Raton office with a casual work environment  Excellent Medical, Dental and Vision plans available and generous vacation accrual schedule  Positive, small-team environm...
                    "
San Antonio,Carenet Healthcare Services,Senior Software Developer,TX,"
                        Carenet Healthcare Services is searching for a Senior Software Developer.  Summary :  The Senior Software Developer will perform software development, systems integration, and support for both Windows and Web-based applications with a focus on quality. This includes any technical activities associated with meeting client expectations. You will be coordinating and communicating across disciplines a...
                    "
Knoxville,Southeastern Technology Consultants,Junior Software Developer,TN,"
                        Southeastern Technology Consultants is currently working with a client in West Knoxville looking for an up and coming Junior Developer with experience in PHP, HTML, CSS, JQuery, Bootstrap and MVC. The primary responsibilities for this role include designing, developing, installing and testing software solutions. This individual must have 1-3 years of experience in a related field.  ARG Financial S...
                    "
